2278
20140902114222,10.0.0.2,54544,10.0.0.1,5001,3,0.0-1.0,6422528,51380224
20140902114223,10.0.0.2,54544,10.0.0.1,5001,3,1.0-2.0,6946816,55574528
20140902114224,10.0.0.2,54544,10.0.0.1,5001,3,2.0-3.0,8126464,65011712
20140902114225,10.0.0.2,54544,10.0.0.1,5001,3,3.0-4.0,6291456,50331648
20140902114226,10.0.0.2,54544,10.0.0.1,5001,3,4.0-5.0,7077888,56623104
20140902114227,10.0.0.2,54544,10.0.0.1,5001,3,5.0-6.0,5111808,40894464
20140902114228,10.0.0.2,54544,10.0.0.1,5001,3,6.0-7.0,7602176,60817408
20140902114229,10.0.0.2,54544,10.0.0.1,5001,3,7.0-8.0,5111808,40894464
20140902114230,10.0.0.2,54544,10.0.0.1,5001,3,8.0-9.0,5111808,40894464
20140902114231,10.0.0.2,54544,10.0.0.1,5001,3,9.0-10.0,7602176,60817408
20140902114232,10.0.0.2,54544,10.0.0.1,5001,3,10.0-11.0,5111808,40894464
20140902114233,10.0.0.2,54544,10.0.0.1,5001,3,11.0-12.0,5111808,40894464
20140902114234,10.0.0.2,54544,10.0.0.1,5001,3,12.0-13.0,7602176,60817408
20140902114235,10.0.0.2,54544,10.0.0.1,5001,3,13.0-14.0,5111808,40894464
20140902114236,10.0.0.2,54544,10.0.0.1,5001,3,14.0-15.0,5111808,40894464
20140902114237,10.0.0.2,54544,10.0.0.1,5001,3,15.0-16.0,7602176,60817408
20140902114238,10.0.0.2,54544,10.0.0.1,5001,3,16.0-17.0,5111808,40894464
20140902114239,10.0.0.2,54544,10.0.0.1,5001,3,17.0-18.0,5111808,40894464
20140902114240,10.0.0.2,54544,10.0.0.1,5001,3,18.0-19.0,7733248,61865984
20140902114241,10.0.0.2,54544,10.0.0.1,5001,3,19.0-20.0,5111808,40894464
20140902114242,10.0.0.2,54544,10.0.0.1,5001,3,20.0-21.0,5111808,40894464
20140902114243,10.0.0.2,54544,10.0.0.1,5001,3,21.0-22.0,7602176,60817408
20140902114244,10.0.0.2,54544,10.0.0.1,5001,3,22.0-23.0,4980736,39845888
20140902114245,10.0.0.2,54544,10.0.0.1,5001,3,23.0-24.0,5242880,41943040
20140902114246,10.0.0.2,54544,10.0.0.1,5001,3,24.0-25.0,7733248,61865984
20140902114247,10.0.0.2,54544,10.0.0.1,5001,3,25.0-26.0,5111808,40894464
20140902114248,10.0.0.2,54544,10.0.0.1,5001,3,26.0-27.0,5242880,41943040
20140902114249,10.0.0.2,54544,10.0.0.1,5001,3,27.0-28.0,7733248,61865984
20140902114250,10.0.0.2,54544,10.0.0.1,5001,3,28.0-29.0,5111808,40894464
20140902114251,10.0.0.2,54544,10.0.0.1,5001,3,29.0-30.0,5242880,41943040
20140902114252,10.0.0.2,54544,10.0.0.1,5001,3,30.0-31.0,5111808,40894464
20140902114253,10.0.0.2,54544,10.0.0.1,5001,3,31.0-32.0,7733248,61865984
20140902114254,10.0.0.2,54544,10.0.0.1,5001,3,32.0-33.0,5242880,41943040
20140902114255,10.0.0.2,54544,10.0.0.1,5001,3,33.0-34.0,5111808,40894464
20140902114256,10.0.0.2,54544,10.0.0.1,5001,3,34.0-35.0,7733248,61865984
20140902114257,10.0.0.2,54544,10.0.0.1,5001,3,35.0-36.0,5242880,41943040
20140902114258,10.0.0.2,54544,10.0.0.1,5001,3,36.0-37.0,5111808,40894464
20140902114259,10.0.0.2,54544,10.0.0.1,5001,3,37.0-38.0,7733248,61865984
20140902114300,10.0.0.2,54544,10.0.0.1,5001,3,38.0-39.0,5242880,41943040
20140902114301,10.0.0.2,54544,10.0.0.1,5001,3,39.0-40.0,4980736,39845888
20140902114302,10.0.0.2,54544,10.0.0.1,5001,3,40.0-41.0,7864320,62914560
20140902114303,10.0.0.2,54544,10.0.0.1,5001,3,41.0-42.0,5111808,40894464
20140902114304,10.0.0.2,54544,10.0.0.1,5001,3,42.0-43.0,5242880,41943040
20140902114305,10.0.0.2,54544,10.0.0.1,5001,3,43.0-44.0,5111808,40894464
20140902114306,10.0.0.2,54544,10.0.0.1,5001,3,44.0-45.0,7733248,61865984
20140902114307,10.0.0.2,54544,10.0.0.1,5001,3,45.0-46.0,5242880,41943040
20140902114308,10.0.0.2,54544,10.0.0.1,5001,3,46.0-47.0,5242880,41943040
20140902114309,10.0.0.2,54544,10.0.0.1,5001,3,47.0-48.0,7471104,59768832
20140902114310,10.0.0.2,54544,10.0.0.1,5001,3,48.0-49.0,5242880,41943040
20140902114311,10.0.0.2,54544,10.0.0.1,5001,3,49.0-50.0,5111808,40894464
20140902114312,10.0.0.2,54544,10.0.0.1,5001,3,50.0-51.0,7733248,61865984
20140902114313,10.0.0.2,54544,10.0.0.1,5001,3,51.0-52.0,5242880,41943040
20140902114314,10.0.0.2,54544,10.0.0.1,5001,3,52.0-53.0,5111808,40894464
20140902114315,10.0.0.2,54544,10.0.0.1,5001,3,53.0-54.0,7864320,62914560
20140902114316,10.0.0.2,54544,10.0.0.1,5001,3,54.0-55.0,5111808,40894464
20140902114317,10.0.0.2,54544,10.0.0.1,5001,3,55.0-56.0,5242880,41943040
20140902114318,10.0.0.2,54544,10.0.0.1,5001,3,56.0-57.0,5111808,40894464
20140902114319,10.0.0.2,54544,10.0.0.1,5001,3,57.0-58.0,7864320,62914560
